date,store_id,product_id,category,region,inventory_level,units_sold,baseline_ma_30,ml_forecast,safety_stock,reorder_point,recommended_order,stock_status,price,discount,holiday_promotion,weather_condition
2022-07-13,S001,P0001,Clothing,South,329,194,122.9,191.53,179.0,425.0,96.0,⚠️ Reorder Needed,45.95,15,1,Cloudy
2022-07-14,S001,P0001,Toys,North,399,374,131.7,381.8,179.0,442.0,43.0,⚠️ Reorder Needed,97.5,20,0,Snowy
2022-07-15,S001,P0001,Groceries,North,82,63,130.5,80.63,179.0,440.0,358.0,🔴 Critical Stockout Risk,49.01,15,1,Cloudy
2022-07-16,S001,P0001,Furniture,South,87,39,123.2,37.8,179.0,425.0,338.0,🔴 Critical Stockout Risk,79.94,0,1,Cloudy
2022-07-17,S001,P0001,Electronics,North,63,12,121.8,6.27,179.0,423.0,360.0,🔴 Critical Stockout Risk,33.84,20,1,Sunny
2022-07-18,S001,P0001,Furniture,South,193,42,122.2,44.03,179.0,423.0,230.0,⚠️ Reorder Needed,34.46,10,0,Sunny
2022-07-19,S001,P0001,Toys,South,238,179,119.7,178.55,179.0,418.0,180.0,⚠️ Reorder Needed,56.65,10,1,Rainy
2022-07-20,S001,P0001,Electronics,East,392,114,116.7,111.42,179.0,412.0,20.0,⚠️ Reorder Needed,81.18,0,1,Cloudy
2022-07-21,S001,P0001,Clothing,West,498,183,116.4,187.08,179.0,412.0,0.0,✅ Healthy Stock,36.04,20,0,Sunny
2022-07-22,S001,P0001,Clothing,East,422,88,111.4,91.67,179.0,402.0,0.0,✅ Healthy Stock,92.32,10,0,Cloudy
2022-07-23,S001,P0001,Groceries,West,315,236,110.3,241.58,179.0,400.0,85.0,⚠️ Reorder Needed,45.02,0,0,Snowy
2022-07-24,S001,P0001,Toys,East,337,292,116.9,290.05,179.0,413.0,76.0,⚠️ Reorder Needed,43.51,15,1,Snowy
2022-07-25,S001,P0001,Clothing,North,96,34,111.3,48.12,179.0,402.0,306.0,🔴 Critical Stockout Risk,44.95,20,1,Snowy
2022-07-26,S001,P0001,Furniture,North,212,153,116.1,172.55,179.0,411.0,199.0,⚠️ Reorder Needed,30.28,10,1,Sunny
2022-07-27,S001,P0001,Clothing,North,404,266,123.4,282.32,179.0,426.0,22.0,⚠️ Reorder Needed,80.67,15,1,Snowy
2022-07-28,S001,P0001,Groceries,South,314,312,125.3,308.96,179.0,430.0,116.0,⚠️ Reorder Needed,74.05,15,1,Cloudy
2022-07-29,S001,P0001,Groceries,West,304,177,130.4,177.06,179.0,440.0,136.0,⚠️ Reorder Needed,45.77,0,0,Sunny
2022-07-30,S001,P0001,Groceries,South,418,202,132.1,209.87,179.0,443.0,25.0,⚠️ Reorder Needed,99.17,20,0,Cloudy
2022-07-31,S001,P0001,Furniture,East,423,322,141.7,338.0,179.0,462.0,39.0,⚠️ Reorder Needed,87.79,0,0,Sunny
2022-08-01,S001,P0001,Furniture,West,73,67,143.7,75.93,179.0,466.0,393.0,🔴 Critical Stockout Risk,28.22,15,1,Rainy
2022-08-02,S001,P0001,Electronics,West,252,141,145.3,154.13,179.0,470.0,218.0,⚠️ Reorder Needed,87.87,0,0,Cloudy
2022-08-03,S001,P0001,Clothing,East,329,224,148.0,239.96,179.0,475.0,146.0,⚠️ Reorder Needed,25.2,20,1,Snowy
2022-08-04,S001,P0001,Toys,North,405,276,154.7,276.45,179.0,488.0,83.0,⚠️ Reorder Needed,65.97,15,0,Cloudy
2022-08-05,S001,P0001,Electronics,North,427,27,155.5,38.51,179.0,490.0,63.0,⚠️ Reorder Needed,87.72,10,1,Snowy
2022-08-06,S001,P0001,Furniture,West,320,229,160.8,228.17,179.0,501.0,181.0,⚠️ Reorder Needed,64.06,15,0,Snowy
2022-08-07,S001,P0001,Electronics,South,420,244,165.0,261.5,179.0,509.0,89.0,⚠️ Reorder Needed,58.96,15,0,Rainy
2022-08-08,S001,P0001,Clothing,East,338,46,166.3,54.41,179.0,512.0,174.0,⚠️ Reorder Needed,99.12,0,0,Snowy
2022-08-09,S001,P0001,Furniture,West,211,208,171.4,217.42,179.0,522.0,311.0,⚠️ Reorder Needed,98.6,5,0,Sunny
2022-08-10,S001,P0001,Electronics,North,278,16,161.6,20.77,179.0,502.0,224.0,⚠️ Reorder Needed,62.69,5,1,Sunny
2022-08-11,S001,P0001,Groceries,East,479,178,164.6,190.91,179.0,508.0,29.0,⚠️ Reorder Needed,33.11,5,0,Rainy
2022-08-12,S001,P0001,Toys,East,182,153,163.2,166.26,179.0,505.0,323.0,⚠️ Reorder Needed,40.65,15,1,Cloudy
2022-08-13,S001,P0001,Clothing,West,77,71,153.1,85.88,179.0,485.0,408.0,🔴 Critical Stockout Risk,57.41,10,1,Cloudy
2022-08-14,S001,P0001,Electronics,South,492,344,162.5,359.21,179.0,504.0,12.0,⚠️ Reorder Needed,79.74,20,0,Rainy
2022-08-15,S001,P0001,Groceries,South,187,156,166.4,150.99,179.0,512.0,325.0,⚠️ Reorder Needed,95.07,10,0,Sunny
2022-08-16,S001,P0001,Electronics,South,348,129,170.3,124.3,179.0,520.0,172.0,⚠️ Reorder Needed,70.95,5,1,Rainy
2022-08-17,S001,P0001,Clothing,West,404,248,177.2,265.98,179.0,533.0,129.0,⚠️ Reorder Needed,25.53,10,1,Cloudy
2022-08-18,S001,P0001,Toys,North,70,4,171.3,22.14,179.0,522.0,452.0,🔴 Critical Stockout Risk,41.42,5,1,Sunny
2022-08-19,S001,P0001,Electronics,North,192,178,173.5,192.76,179.0,526.0,334.0,⚠️ Reorder Needed,21.86,0,0,Rainy
2022-08-20,S001,P0001,Furniture,East,418,376,179.9,372.87,179.0,539.0,121.0,⚠️ Reorder Needed,80.76,5,1,Snowy
2022-08-21,S001,P0001,Furniture,North,263,176,182.8,176.63,179.0,545.0,282.0,⚠️ Reorder Needed,97.35,15,0,Rainy
2022-08-22,S001,P0001,Groceries,East,248,74,177.4,88.75,179.0,534.0,286.0,⚠️ Reorder Needed,61.73,15,0,Sunny
2022-08-23,S001,P0001,Electronics,West,497,227,175.3,229.28,179.0,530.0,33.0,⚠️ Reorder Needed,82.81,20,0,Cloudy
2022-08-24,S001,P0001,Groceries,East,298,42,175.5,38.36,179.0,530.0,232.0,⚠️ Reorder Needed,44.19,5,1,Rainy
2022-08-25,S001,P0001,Toys,East,260,63,172.5,81.8,179.0,524.0,264.0,⚠️ Reorder Needed,33.23,5,1,Rainy
2022-08-26,S001,P0001,Clothing,West,355,165,169.2,158.1,179.0,517.0,162.0,⚠️ Reorder Needed,42.44,5,1,Sunny
2022-08-27,S001,P0001,Groceries,North,341,225,166.3,225.93,179.0,512.0,171.0,⚠️ Reorder Needed,80.7,5,1,Sunny
2022-08-28,S001,P0001,Clothing,West,65,11,160.7,7.9,179.0,500.0,435.0,🔴 Critical Stockout Risk,45.23,5,1,Sunny
2022-08-29,S001,P0001,Furniture,West,205,180,160.0,191.15,179.0,499.0,294.0,⚠️ Reorder Needed,72.86,0,0,Cloudy
2022-08-30,S001,P0001,Furniture,North,270,164,154.7,160.58,179.0,488.0,218.0,⚠️ Reorder Needed,37.33,0,0,Snowy
2022-08-31,S001,P0001,Electronics,North,278,204,159.3,211.37,179.0,498.0,220.0,⚠️ Reorder Needed,25.2,15,0,Sunny
2022-09-01,S001,P0001,Electronics,South,61,17,155.2,32.92,179.0,489.0,428.0,🔴 Critical Stockout Risk,50.89,15,1,Snowy
2022-09-02,S001,P0001,Clothing,West,157,155,152.9,145.5,179.0,485.0,328.0,🔴 Critical Stockout Risk,38.87,0,0,Rainy
2022-09-03,S001,P0001,Clothing,East,179,153,148.8,155.65,179.0,477.0,298.0,🔴 Critical Stockout Risk,13.1,0,0,Sunny
2022-09-04,S001,P0001,Toys,West,290,59,149.8,67.75,179.0,479.0,189.0,⚠️ Reorder Needed,37.08,0,0,Rainy
2022-09-05,S001,P0001,Clothing,South,460,64,144.3,69.46,179.0,468.0,8.0,⚠️ Reorder Needed,39.31,15,0,Snowy
2022-09-06,S001,P0001,Electronics,East,385,365,148.4,363.19,179.0,476.0,91.0,⚠️ Reorder Needed,95.87,0,0,Cloudy
2022-09-07,S001,P0001,Clothing,South,95,71,149.2,70.51,179.0,477.0,382.0,🔴 Critical Stockout Risk,37.45,10,1,Sunny
2022-09-08,S001,P0001,Groceries,North,83,48,143.9,54.61,179.0,467.0,384.0,🔴 Critical Stockout Risk,16.62,20,1,Cloudy
2022-09-09,S001,P0001,Toys,North,220,0,143.3,-6.71,179.0,466.0,246.0,⚠️ Reorder Needed,38.45,20,1,Sunny
2022-09-10,S001,P0001,Toys,East,344,228,145.0,238.17,179.0,469.0,125.0,⚠️ Reorder Needed,84.98,20,0,Rainy
2022-09-11,S001,P0001,Electronics,South,315,276,149.1,287.07,179.0,477.0,162.0,⚠️ Reorder Needed,36.82,20,0,Cloudy
2022-09-12,S001,P0001,Toys,North,388,351,158.4,344.94,179.0,496.0,108.0,⚠️ Reorder Needed,96.51,20,1,Snowy
2022-09-13,S001,P0001,Electronics,West,498,461,162.3,468.44,179.0,504.0,6.0,⚠️ Reorder Needed,85.21,20,1,Cloudy
2022-09-14,S001,P0001,Furniture,South,339,89,160.1,86.33,179.0,499.0,160.0,⚠️ Reorder Needed,56.58,0,0,Sunny
2022-09-15,S001,P0001,Groceries,North,470,380,168.5,385.57,179.0,516.0,46.0,⚠️ Reorder Needed,52.62,15,1,Rainy
2022-09-16,S001,P0001,Groceries,West,111,64,162.3,82.19,179.0,504.0,393.0,🔴 Critical Stockout Risk,90.5,20,1,Sunny
2022-09-17,S001,P0001,Clothing,East,420,183,168.3,189.44,179.0,516.0,96.0,⚠️ Reorder Needed,62.9,15,0,Snowy
2022-09-18,S001,P0001,Electronics,North,334,46,163.9,41.78,179.0,507.0,173.0,⚠️ Reorder Needed,44.61,15,1,Cloudy
2022-09-19,S001,P0001,Clothing,North,423,277,160.6,285.93,179.0,500.0,77.0,⚠️ Reorder Needed,22.62,10,1,Sunny
2022-09-20,S001,P0001,Electronics,West,422,138,159.3,150.5,179.0,498.0,76.0,⚠️ Reorder Needed,79.71,10,1,Cloudy
2022-09-21,S001,P0001,Clothing,East,355,83,159.6,89.08,179.0,498.0,143.0,⚠️ Reorder Needed,32.67,10,1,Rainy
2022-09-22,S001,P0001,Furniture,South,408,150,157.1,142.14,179.0,493.0,85.0,⚠️ Reorder Needed,49.37,20,1,Cloudy
2022-09-23,S001,P0001,Electronics,South,263,31,156.7,30.06,179.0,492.0,229.0,⚠️ Reorder Needed,51.67,20,1,Snowy
2022-09-24,S001,P0001,Clothing,South,468,148,159.5,164.07,179.0,498.0,30.0,⚠️ Reorder Needed,85.0,0,1,Rainy
2022-09-25,S001,P0001,Furniture,West,270,263,162.8,265.75,179.0,505.0,235.0,⚠️ Reorder Needed,94.64,10,1,Sunny
2022-09-26,S001,P0001,Groceries,East,362,248,163.6,261.34,179.0,506.0,144.0,⚠️ Reorder Needed,43.75,15,1,Cloudy
2022-09-27,S001,P0001,Groceries,West,103,41,164.6,54.49,179.0,508.0,405.0,🔴 Critical Stockout Risk,76.75,15,0,Sunny
2022-09-28,S001,P0001,Toys,East,104,36,159.8,44.51,179.0,499.0,395.0,🔴 Critical Stockout Risk,46.66,5,1,Sunny
2022-09-29,S001,P0001,Clothing,North,110,108,157.9,117.65,179.0,495.0,385.0,🔴 Critical Stockout Risk,58.28,0,1,Rainy
2022-09-30,S001,P0001,Groceries,South,214,59,153.1,64.08,179.0,485.0,271.0,⚠️ Reorder Needed,66.84,10,1,Cloudy
2022-10-01,S001,P0001,Clothing,West,212,201,159.2,209.06,179.0,497.0,285.0,⚠️ Reorder Needed,58.74,10,0,Snowy
2022-10-02,S001,P0001,Furniture,South,361,336,165.2,348.68,179.0,509.0,148.0,⚠️ Reorder Needed,79.35,20,0,Snowy
2022-10-03,S001,P0001,Electronics,North,139,125,164.3,134.23,179.0,508.0,369.0,🔴 Critical Stockout Risk,87.39,5,1,Rainy
2022-10-04,S001,P0001,Furniture,South,197,17,162.9,15.47,179.0,505.0,308.0,⚠️ Reorder Needed,38.73,0,0,Rainy
2022-10-05,S001,P0001,Groceries,West,159,25,161.6,19.91,179.0,502.0,343.0,🔴 Critical Stockout Risk,19.32,10,1,Sunny
2022-10-06,S001,P0001,Clothing,South,118,39,150.7,38.87,179.0,480.0,362.0,🔴 Critical Stockout Risk,73.1,15,0,Rainy
2022-10-07,S001,P0001,Toys,East,446,322,159.1,322.39,179.0,497.0,51.0,⚠️ Reorder Needed,38.45,10,1,Sunny
2022-10-08,S001,P0001,Furniture,East,270,169,163.1,178.73,179.0,505.0,235.0,⚠️ Reorder Needed,73.17,15,0,Snowy
2022-10-09,S001,P0001,Groceries,South,91,52,164.9,57.7,179.0,509.0,418.0,🔴 Critical Stockout Risk,80.46,20,0,Rainy
2022-10-10,S001,P0001,Electronics,East,343,300,167.3,312.83,179.0,514.0,171.0,⚠️ Reorder Needed,77.43,0,1,Rainy
2022-10-11,S001,P0001,Clothing,South,97,12,158.5,5.53,179.0,496.0,399.0,🔴 Critical Stockout Risk,72.38,10,1,Cloudy
2022-10-12,S001,P0001,Electronics,West,498,315,157.3,330.7,179.0,494.0,0.0,✅ Healthy Stock,78.14,15,0,Snowy
2022-10-13,S001,P0001,Furniture,West,90,9,142.2,23.0,179.0,463.0,373.0,🔴 Critical Stockout Risk,90.38,20,0,Sunny
2022-10-14,S001,P0001,Groceries,East,414,317,149.8,318.92,179.0,479.0,65.0,⚠️ Reorder Needed,16.47,0,1,Snowy
2022-10-15,S001,P0001,Groceries,North,58,57,139.0,60.73,179.0,457.0,399.0,🔴 Critical Stockout Risk,69.84,10,1,Cloudy
2022-10-16,S001,P0001,Toys,East,120,113,140.7,109.12,179.0,460.0,340.0,🔴 Critical Stockout Risk,41.81,15,1,Snowy
2022-10-17,S001,P0001,Clothing,East,440,353,146.3,352.61,179.0,472.0,32.0,⚠️ Reorder Needed,63.43,10,0,Snowy
2022-10-18,S001,P0001,Furniture,East,403,274,153.9,270.03,179.0,487.0,84.0,⚠️ Reorder Needed,83.62,10,1,Cloudy
2022-10-19,S001,P0001,Furniture,East,125,50,146.4,49.85,179.0,472.0,347.0,🔴 Critical Stockout Risk,67.28,0,0,Rainy
2022-10-20,S001,P0001,Furniture,South,325,116,145.6,127.68,179.0,470.0,145.0,⚠️ Reorder Needed,43.3,5,1,Sunny
2022-10-21,S001,P0001,Furniture,South,99,37,144.1,47.78,179.0,467.0,368.0,🔴 Critical Stockout Risk,18.16,0,1,Snowy
2022-10-22,S001,P0001,Groceries,North,211,39,140.4,39.75,179.0,460.0,249.0,⚠️ Reorder Needed,53.26,15,0,Cloudy
2022-10-23,S001,P0001,Electronics,East,192,136,143.9,135.98,179.0,467.0,275.0,⚠️ Reorder Needed,83.95,10,0,Cloudy
2022-10-24,S001,P0001,Toys,South,367,295,148.8,296.27,179.0,477.0,110.0,⚠️ Reorder Needed,86.49,20,0,Cloudy
2022-10-25,S001,P0001,Furniture,North,72,37,141.3,39.52,179.0,462.0,390.0,🔴 Critical Stockout Risk,96.07,10,1,Cloudy
2022-10-26,S001,P0001,Toys,East,77,39,134.3,50.94,179.0,448.0,371.0,🔴 Critical Stockout Risk,22.95,20,0,Snowy
2022-10-27,S001,P0001,Toys,North,304,248,141.2,254.9,179.0,461.0,157.0,⚠️ Reorder Needed,72.39,20,0,Cloudy
2022-10-28,S001,P0001,Clothing,South,361,203,146.8,220.81,179.0,473.0,112.0,⚠️ Reorder Needed,65.56,0,0,Rainy
2022-10-29,S001,P0001,Electronics,East,244,97,146.4,113.52,179.0,472.0,228.0,⚠️ Reorder Needed,54.42,15,1,Rainy
2022-10-30,S001,P0001,Groceries,North,352,70,146.8,73.13,179.0,473.0,121.0,⚠️ Reorder Needed,70.73,5,0,Cloudy
2022-10-31,S001,P0001,Electronics,East,59,14,140.5,16.22,179.0,460.0,401.0,🔴 Critical Stockout Risk,20.5,5,1,Cloudy
2022-11-01,S001,P0001,Groceries,South,187,171,135.0,180.04,179.0,449.0,262.0,⚠️ Reorder Needed,67.35,15,1,Rainy
2022-11-02,S001,P0001,Toys,South,414,136,135.4,155.19,179.0,450.0,36.0,⚠️ Reorder Needed,55.6,5,1,Sunny
2022-11-03,S001,P0001,Electronics,South,341,179,140.8,180.53,179.0,461.0,120.0,⚠️ Reorder Needed,47.34,5,0,Snowy
2022-11-04,S001,P0001,Clothing,West,207,161,145.3,171.29,179.0,470.0,263.0,⚠️ Reorder Needed,57.43,10,1,Sunny
2022-11-05,S001,P0001,Electronics,East,386,305,154.2,320.49,179.0,487.0,101.0,⚠️ Reorder Needed,68.07,15,0,Cloudy
2022-11-06,S001,P0001,Groceries,West,403,171,149.2,175.63,179.0,477.0,74.0,⚠️ Reorder Needed,72.66,20,0,Snowy
2022-11-07,S001,P0001,Groceries,West,176,112,147.3,131.48,179.0,474.0,298.0,🔴 Critical Stockout Risk,36.66,5,1,Sunny
2022-11-08,S001,P0001,Furniture,West,244,139,150.2,132.1,179.0,479.0,235.0,⚠️ Reorder Needed,26.01,15,1,Cloudy
2022-11-09,S001,P0001,Electronics,North,462,105,143.7,120.83,179.0,466.0,4.0,⚠️ Reorder Needed,64.86,5,0,Rainy
2022-11-10,S001,P0001,Groceries,North,319,30,144.3,37.94,179.0,468.0,149.0,⚠️ Reorder Needed,16.23,15,0,Sunny
2022-11-11,S001,P0001,Clothing,South,101,77,136.3,84.96,179.0,452.0,351.0,🔴 Critical Stockout Risk,34.73,5,0,Cloudy
2022-11-12,S001,P0001,Electronics,West,238,123,140.1,138.71,179.0,459.0,221.0,⚠️ Reorder Needed,70.68,10,0,Rainy
2022-11-13,S001,P0001,Groceries,West,494,79,132.2,72.66,179.0,443.0,0.0,✅ Healthy Stock,50.52,15,0,Rainy
2022-11-14,S001,P0001,Furniture,East,99,8,130.6,22.47,179.0,440.0,341.0,🔴 Critical Stockout Risk,77.41,0,1,Cloudy
2022-11-15,S001,P0001,Toys,South,172,24,127.6,18.85,179.0,434.0,262.0,🔴 Critical Stockout Risk,62.9,20,0,Rainy
2022-11-16,S001,P0001,Groceries,West,406,137,120.4,150.83,179.0,420.0,14.0,⚠️ Reorder Needed,70.57,20,0,Rainy
2022-11-17,S001,P0001,Clothing,West,57,10,111.6,11.0,179.0,402.0,345.0,🔴 Critical Stockout Risk,93.26,5,0,Cloudy
2022-11-18,S001,P0001,Toys,North,152,107,113.5,103.01,179.0,406.0,254.0,🔴 Critical Stockout Risk,57.49,5,0,Cloudy
2022-11-19,S001,P0001,Clothing,West,497,156,114.8,162.29,179.0,409.0,0.0,✅ Healthy Stock,12.45,5,1,Snowy
2022-11-20,S001,P0001,Toys,South,268,239,121.6,251.11,179.0,422.0,154.0,⚠️ Reorder Needed,38.68,10,1,Cloudy
2022-11-21,S001,P0001,Electronics,North,257,16,120.8,24.89,179.0,421.0,164.0,⚠️ Reorder Needed,10.26,0,1,Snowy
2022-11-22,S001,P0001,Furniture,West,397,63,118.4,80.85,179.0,416.0,19.0,⚠️ Reorder Needed,21.34,15,0,Snowy
2022-11-23,S001,P0001,Clothing,East,211,149,113.5,144.05,179.0,406.0,195.0,⚠️ Reorder Needed,25.15,0,1,Snowy
2022-11-24,S001,P0001,Toys,South,113,108,115.9,108.7,179.0,411.0,298.0,🔴 Critical Stockout Risk,73.81,5,1,Cloudy
2022-11-25,S001,P0001,Clothing,South,269,268,123.5,262.78,179.0,426.0,157.0,⚠️ Reorder Needed,26.58,15,1,Rainy
2022-11-26,S001,P0001,Groceries,North,142,72,117.6,72.83,179.0,414.0,272.0,🔴 Critical Stockout Risk,11.7,10,0,Snowy
2022-11-27,S001,P0001,Toys,North,191,123,115.0,114.49,179.0,409.0,218.0,⚠️ Reorder Needed,90.67,5,0,Cloudy
2022-11-28,S001,P0001,Groceries,East,356,10,112.1,0.02,179.0,403.0,47.0,⚠️ Reorder Needed,95.08,0,0,Rainy
2022-11-29,S001,P0001,Clothing,West,210,18,110.3,10.92,179.0,400.0,190.0,⚠️ Reorder Needed,15.67,15,1,Sunny
2022-11-30,S001,P0001,Groceries,East,500,381,122.6,378.47,179.0,424.0,0.0,✅ Healthy Stock,83.03,15,1,Snowy
2022-12-01,S001,P0001,Groceries,South,256,191,123.2,203.68,179.0,425.0,169.0,⚠️ Reorder Needed,81.28,20,0,Cloudy
2022-12-02,S001,P0001,Toys,South,395,289,128.3,297.13,179.0,436.0,41.0,⚠️ Reorder Needed,48.82,10,1,Cloudy
2022-12-03,S001,P0001,Groceries,North,186,7,122.6,26.49,179.0,424.0,238.0,⚠️ Reorder Needed,26.42,20,0,Cloudy
2022-12-04,S001,P0001,Furniture,East,485,350,128.9,342.1,179.0,437.0,0.0,✅ Healthy Stock,74.62,5,0,Sunny
2022-12-05,S001,P0001,Electronics,South,174,6,118.9,5.81,179.0,417.0,243.0,🔴 Critical Stockout Risk,52.57,10,1,Snowy
2022-12-06,S001,P0001,Groceries,North,468,177,119.1,183.82,179.0,417.0,0.0,✅ Healthy Stock,30.15,10,1,Snowy
2022-12-07,S001,P0001,Furniture,West,191,90,118.4,109.7,179.0,416.0,225.0,⚠️ Reorder Needed,47.24,0,0,Cloudy
2022-12-08,S001,P0001,Toys,South,348,281,123.1,291.88,179.0,425.0,77.0,⚠️ Reorder Needed,53.04,20,1,Rainy
2022-12-09,S001,P0001,Toys,South,311,311,130.0,309.01,179.0,439.0,128.0,⚠️ Reorder Needed,36.96,0,0,Cloudy
2022-12-10,S001,P0001,Toys,South,456,80,131.7,81.42,179.0,442.0,0.0,✅ Healthy Stock,90.18,0,0,Snowy
2022-12-11,S001,P0001,Electronics,East,119,15,129.6,32.99,179.0,438.0,319.0,🔴 Critical Stockout Risk,61.17,20,1,Snowy
2022-12-12,S001,P0001,Furniture,West,264,27,126.4,20.83,179.0,432.0,168.0,⚠️ Reorder Needed,78.31,15,1,Sunny
2022-12-13,S001,P0001,Toys,East,87,41,125.1,39.71,179.0,429.0,342.0,🔴 Critical Stockout Risk,88.76,15,1,Snowy
2022-12-14,S001,P0001,Groceries,East,261,94,128.0,84.73,179.0,435.0,174.0,⚠️ Reorder Needed,61.64,10,0,Cloudy
2022-12-15,S001,P0001,Groceries,West,201,114,131.0,113.35,179.0,441.0,240.0,⚠️ Reorder Needed,94.23,0,1,Sunny
2022-12-16,S001,P0001,Electronics,East,341,301,136.5,314.92,179.0,452.0,111.0,⚠️ Reorder Needed,73.39,5,0,Rainy
2022-12-17,S001,P0001,Toys,South,362,107,139.7,104.47,179.0,458.0,96.0,⚠️ Reorder Needed,41.65,0,1,Sunny
2022-12-18,S001,P0001,Electronics,North,132,72,138.5,77.42,179.0,456.0,324.0,🔴 Critical Stockout Risk,13.94,10,0,Cloudy
2022-12-19,S001,P0001,Toys,East,196,43,134.8,54.45,179.0,449.0,253.0,⚠️ Reorder Needed,28.42,0,0,Snowy
2022-12-20,S001,P0001,Toys,West,208,102,130.2,94.09,179.0,439.0,231.0,⚠️ Reorder Needed,61.01,5,0,Sunny
2022-12-21,S001,P0001,Groceries,East,246,167,135.2,183.87,179.0,449.0,203.0,⚠️ Reorder Needed,35.45,10,1,Sunny
2022-12-22,S001,P0001,Clothing,South,304,279,142.4,279.89,179.0,464.0,160.0,⚠️ Reorder Needed,91.97,20,1,Snowy
2022-12-23,S001,P0001,Electronics,East,455,77,140.0,75.08,179.0,459.0,4.0,⚠️ Reorder Needed,31.09,20,1,Sunny
2022-12-24,S001,P0001,Groceries,South,87,40,137.8,50.75,179.0,455.0,368.0,🔴 Critical Stockout Risk,53.01,5,0,Sunny
2022-12-25,S001,P0001,Groceries,North,99,86,131.7,84.77,179.0,442.0,343.0,🔴 Critical Stockout Risk,19.82,10,1,Snowy
2022-12-26,S001,P0001,Electronics,West,74,51,131.0,65.16,179.0,441.0,367.0,🔴 Critical Stockout Risk,72.37,5,1,Cloudy
2022-12-27,S001,P0001,Groceries,East,448,164,132.4,162.36,179.0,444.0,0.0,✅ Healthy Stock,25.15,0,0,Cloudy
2022-12-28,S001,P0001,Clothing,West,486,48,133.6,59.28,179.0,446.0,0.0,✅ Healthy Stock,74.05,20,0,Snowy
2022-12-29,S001,P0001,Furniture,West,240,28,134.0,46.05,179.0,447.0,207.0,⚠️ Reorder Needed,92.88,15,0,Snowy
2022-12-30,S001,P0001,Furniture,North,456,83,124.0,101.77,179.0,427.0,0.0,✅ Healthy Stock,61.06,5,0,Cloudy
2022-12-31,S001,P0001,Furniture,South,439,378,130.3,397.08,179.0,440.0,1.0,⚠️ Reorder Needed,73.25,0,0,Cloudy
2023-01-01,S001,P0001,Clothing,South,425,182,126.7,194.79,179.0,432.0,7.0,⚠️ Reorder Needed,48.37,10,1,Rainy
2023-01-02,S001,P0001,Clothing,South,358,79,129.1,98.16,179.0,437.0,79.0,⚠️ Reorder Needed,57.86,10,0,Rainy
2023-01-03,S001,P0001,Electronics,East,284,236,125.3,248.32,179.0,430.0,146.0,⚠️ Reorder Needed,24.2,20,0,Cloudy
2023-01-04,S001,P0001,Clothing,East,324,270,134.1,261.14,179.0,447.0,123.0,⚠️ Reorder Needed,31.2,0,1,Snowy
2023-01-05,S001,P0001,Furniture,South,376,136,132.7,152.46,179.0,444.0,68.0,⚠️ Reorder Needed,59.56,15,1,Snowy
2023-01-06,S001,P0001,Furniture,East,422,14,130.2,29.26,179.0,439.0,17.0,⚠️ Reorder Needed,47.91,20,1,Sunny
2023-01-07,S001,P0001,Clothing,West,166,33,121.9,48.53,179.0,423.0,257.0,🔴 Critical Stockout Risk,56.44,15,1,Snowy
2023-01-08,S001,P0001,Toys,West,146,58,113.5,69.66,179.0,406.0,260.0,🔴 Critical Stockout Risk,72.68,0,0,Sunny
2023-01-09,S001,P0001,Toys,East,66,46,112.4,38.73,179.0,404.0,338.0,🔴 Critical Stockout Risk,65.3,15,0,Snowy
2023-01-10,S001,P0001,Electronics,North,120,27,112.8,35.74,179.0,405.0,285.0,🔴 Critical Stockout Risk,94.52,5,1,Cloudy
2023-01-11,S001,P0001,Clothing,East,333,259,120.5,271.96,179.0,420.0,87.0,⚠️ Reorder Needed,30.34,15,0,Rainy
2023-01-12,S001,P0001,Clothing,South,86,25,120.0,29.15,179.0,419.0,333.0,🔴 Critical Stockout Risk,43.03,0,0,Sunny
2023-01-13,S001,P0001,Electronics,East,98,86,119.7,85.45,179.0,418.0,320.0,🔴 Critical Stockout Risk,19.91,20,1,Cloudy
2023-01-14,S001,P0001,Clothing,South,273,54,117.7,70.72,179.0,414.0,141.0,⚠️ Reorder Needed,11.56,15,0,Rainy
2023-01-15,S001,P0001,Furniture,East,392,377,120.2,378.92,179.0,419.0,27.0,⚠️ Reorder Needed,25.33,15,1,Rainy
2023-01-16,S001,P0001,Electronics,North,369,156,121.9,173.46,179.0,423.0,54.0,⚠️ Reorder Needed,74.5,20,0,Cloudy
2023-01-17,S001,P0001,Furniture,West,251,38,120.7,37.59,179.0,420.0,169.0,⚠️ Reorder Needed,31.17,15,0,Cloudy
2023-01-18,S001,P0001,Toys,North,484,137,123.9,151.19,179.0,427.0,0.0,✅ Healthy Stock,52.9,0,0,Sunny
2023-01-19,S001,P0001,Furniture,West,158,82,123.2,99.47,179.0,425.0,267.0,🔴 Critical Stockout Risk,70.42,0,1,Snowy
2023-01-20,S001,P0001,Clothing,North,316,168,123.2,165.58,179.0,425.0,109.0,⚠️ Reorder Needed,76.29,10,1,Cloudy
2023-01-21,S001,P0001,Furniture,West,400,63,116.0,82.85,179.0,411.0,11.0,⚠️ Reorder Needed,55.98,5,0,Snowy
2023-01-22,S001,P0001,Toys,West,221,125,117.6,115.64,179.0,414.0,193.0,⚠️ Reorder Needed,45.37,15,1,Cloudy
